 id , timestamp , ax , ay , az , gx , gy , gz , mx , my , mz , t , p , h , l , n 
Dummy,1571751104814,322,-257,-739,,,,,,,,,,,
Dummy,1571751104914,214,-376,-1079,,,,,,,,,,,
Dummy,1571751105013,195,-417,-851,,,,,,,,,,,
Dummy,1571751105112,193,-93,-628,,,,,,,,,,,
Dummy,1571751105213,60,-310,-1198,,,,,,,,,,,
Dummy,1571751105312,-40,-152,-938,,,,,,,,,,,
Dummy,1571751105412,-39,-19,-1079,,,,,,,,,,,
Dummy,1571751105512,-144,-52,-985,,,,,,,,,,,
Dummy,1571751105611,-199,-60,-1083,,,,,,,,,,,
Dummy,1571751105711,-409,-15,-1067,,,,,,,,,,,
Dummy,1571751105810,-493,244,-1210,,,,,,,,,,,
Dummy,1571751105910,-532,107,-837,,,,,,,,,,,
Dummy,1571751106009,-610,142,-640,,,,,,,,,,,
Dummy,1571751106109,-716,-46,-741,,,,,,,,,,,
Dummy,1571751106208,-708,-52,-714,,,,,,,,,,,
Dummy,1571751106308,-757,29,-661,,,,,,,,,,,
Dummy,1571751106407,-782,15,-653,,,,,,,,,,,
Dummy,1571751106507,-774,-11,-681,,,,,,,,,,,
Dummy,1571751106607,-784,-52,-681,,,,,,,,,,,
Dummy,1571751106707,-802,5,-620,,,,,,,,,,,
Dummy,1571751106807,-821,13,-650,,,,,,,,,,,
Dummy,1571751106906,-800,1,-605,,,,,,,,,,,
Dummy,1571751107006,-802,1,-577,,,,,,,,,,,
Dummy,1571751107105,-815,-15,-692,,,,,,,,,,,
Dummy,1571751107205,-776,17,-614,,,,,,,,,,,
Dummy,1571751107304,-815,-5,-573,,,,,,,,,,,
Dummy,1571751107404,-841,44,-593,,,,,,,,,,,
Dummy,1571751107504,-872,66,-507,,,,,,,,,,,
Dummy,1571751107603,-894,5,-474,,,,,,,,,,,
Dummy,1571751107703,-921,19,-515,,,,,,,,,,,
Dummy,1571751107803,-962,66,-452,,,,,,,,,,,
Dummy,1571751107902,-923,-37,-407,,,,,,,,,,,
Dummy,1571751108002,-933,33,-277,,,,,,,,,,,
Dummy,1571751108101,-1032,-27,-372,,,,,,,,,,,
Dummy,1571751108201,-999,-5,-324,,,,,,,,,,,
Dummy,1571751108301,-977,-27,-286,,,,,,,,,,,
Dummy,1571751108400,-950,-52,-314,,,,,,,,,,,
Dummy,1571751108500,-979,-48,-355,,,,,,,,,,,
Dummy,1571751108599,-1013,-93,-366,,,,,,,,,,,
Dummy,1571751108699,-942,-23,-390,,,,,,,,,,,
Dummy,1571751108799,-903,37,-415,,,,,,,,,,,
Dummy,1571751108898,-985,-15,-201,,,,,,,,,,,
Dummy,1571751108997,-972,-25,-224,,,,,,,,,,,
Dummy,1571751109097,-972,-40,-265,,,,,,,,,,,
Dummy,1571751109197,-972,-37,-277,,,,,,,,,,,
Dummy,1571751109297,-1020,-99,-263,,,,,,,,,,,
Dummy,1571751109396,-944,-54,-195,,,,,,,,,,,
Dummy,1571751109496,-987,-60,-199,,,,,,,,,,,
Dummy,1571751109595,-979,-62,-208,,,,,,,,,,,
Dummy,1571751109695,-999,-56,-193,,,,,,,,,,,
Dummy,1571751109794,-1005,-52,-191,,,,,,,,,,,
Dummy,1571751109894,-997,-52,-179,,,,,,,,,,,
Dummy,1571751109994,-1003,-50,-177,,,,,,,,,,,
Dummy,1571751110093,-989,-44,-185,,,,,,,,,,,
Dummy,1571751110193,-1001,-42,-201,,,,,,,,,,,
Dummy,1571751110292,-1003,-40,-187,,,,,,,,,,,
Dummy,1571751110392,-991,-9,-134,,,,,,,,,,,
Dummy,1571751110492,-921,-58,-37,,,,,,,,,,,
Dummy,1571751110591,-983,40,-46,,,,,,,,,,,
Dummy,1571751110691,-1155,-162,-244,,,,,,,,,,,
Dummy,1571751110790,-929,48,1,,,,,,,,,,,
Dummy,1571751110890,-1097,-5,-185,,,,,,,,,,,
Dummy,1571751110989,-1005,-11,-17,,,,,,,,,,,
Dummy,1571751111089,-1022,37,-1,,,,,,,,,,,
Dummy,1571751111189,-1011,31,-3,,,,,,,,,,,
Dummy,1571751111289,-1013,37,0,,,,,,,,,,,
Dummy,1571751111388,-1024,33,-1,,,,,,,,,,,
Dummy,1571751111488,-1020,27,-3,,,,,,,,,,,
Dummy,1571751111587,-1015,25,-1,,,,,,,,,,,
Dummy,1571751111687,-1022,15,-1,,,,,,,,,,,
Dummy,1571751111787,-1016,11,-1,,,,,,,,,,,
Dummy,1571751111886,-1018,25,-9,,,,,,,,,,,
Dummy,1571751111986,-1016,17,-3,,,,,,,,,,,
Dummy,1571751112085,-1013,21,-5,,,,,,,,,,,
Dummy,1571751112185,-1026,27,-3,,,,,,,,,,,
Dummy,1571751112284,-1018,19,0,,,,,,,,,,,
Dummy,1571751112384,-1020,17,-11,,,,,,,,,,,
Dummy,1571751112484,-1018,23,-1,,,,,,,,,,,
Dummy,1571751112584,-1020,17,-3,,,,,,,,,,,
Dummy,1571751112683,-1011,15,-5,,,,,,,,,,,
Dummy,1571751112783,-1013,17,-5,,,,,,,,,,,
Dummy,1571751112882,-1015,11,-7,,,,,,,,,,,
Dummy,1571751112982,-1016,11,-5,,,,,,,,,,,
Dummy,1571751113081,-1013,7,-23,,,,,,,,,,,
Dummy,1571751113181,-1013,7,-21,,,,,,,,,,,
Dummy,1571751113281,-1020,3,-23,,,,,,,,,,,
Dummy,1571751113381,-1013,-1,-64,,,,,,,,,,,
Dummy,1571751113480,-1417,44,253,,,,,,,,,,,
Dummy,1571751113580,-1059,-52,-162,,,,,,,,,,,
Dummy,1571751113679,-1030,-56,-427,,,,,,,,,,,
Dummy,1571751113779,-839,37,-687,,,,,,,,,,,
Dummy,1571751113878,-603,-54,-735,,,,,,,,,,,
Dummy,1571751113978,-493,-76,-806,,,,,,,,,,,
Dummy,1571751114077,-406,-80,-860,,,,,,,,,,,
